img,bank,card_name,card_type,required_income,required_applicant,cashback_rate,cashback_cap,cashback_benchmark,cashback_category,cashback_from,cashback_till,cashback_weekends_only,cashback_monthly_basis,cashback_single_receipt
https://ringgitplus.com/img/card-400/5bd7d7d0fea5d39b106cd0a5/rhb-islamic-cash-back-credit-card-i.jpg,rhb,rhb_islamic_cash_back_credit_card_i,,2000.0,Anybody,0.2,10000000000,from RM1 and above monthly,other spend,1.0,,False,True,False
https://ringgitplus.com/img/card-400/51c028adcd7c300920000004/rhb-visa-signature.jpg,rhb,rhb_visa_signature,visa,6666.67,Anybody,6.0,30,"from RM3,500 and above monthly","local entertainment, shopping, online transactions",3500.0,,False,True,False
https://ringgitplus.com/img/card-400/51c028adcd7c300920000004/rhb-visa-signature.jpg,rhb,rhb_visa_signature,visa,6666.67,Anybody,0.2,10000000000,"from RM1,000 and above monthly",other local retail spends,1000.0,,False,True,False
https://ringgitplus.com/img/card-400/51c028adcd7c300920000004/rhb-visa-signature.jpg,rhb,rhb_visa_signature,visa,6666.67,Anybody,2.0,100,"from RM3,500 and above monthly",overseas retail spends,3500.0,,False,True,False
https://ringgitplus.com/img/card-400/5bd7d39d3d6823080f31967e/rhb-cash-back-mastercard-credit-card.jpg,rhb,rhb_cash_back_mastercard_credit_card,mastercard,2000.0,Anybody,0.2,10,from RM1 up to RM999 monthly,online food and grocery delivery,1.0,999.0,False,True,False
https://ringgitplus.com/img/card-400/5bd7d39d3d6823080f31967e/rhb-cash-back-mastercard-credit-card.jpg,rhb,rhb_cash_back_mastercard_credit_card,mastercard,2000.0,Anybody,0.2,10,from RM999 up to RM1 monthly,"petrol, dining, utility and grocery",1.0,999.0,False,True,False
https://ringgitplus.com/img/card-400/5bd7d39d3d6823080f31967e/rhb-cash-back-mastercard-credit-card.jpg,rhb,rhb_cash_back_mastercard_credit_card,mastercard,2000.0,Anybody,0.2,10000000000,from RM1 and above monthly,other spend,1.0,,False,True,False
https://ringgitplus.com/img/card-400/56d94e05e7a1074832bdd147/rhb-world-mastercard-credit-card.jpg,rhb,rhb_world_mastercard_credit_card,mastercard,6666.67,Anybody,6.0,30,"from RM3,500 and above monthly","local travel, petrol, dining transactions",3500.0,,False,True,False
https://ringgitplus.com/img/card-400/56d94e05e7a1074832bdd147/rhb-world-mastercard-credit-card.jpg,rhb,rhb_world_mastercard_credit_card,mastercard,6666.67,Anybody,0.2,10000000000,"from RM1,000 and above monthly",other local retail spends,1000.0,,False,True,False
https://ringgitplus.com/img/card-400/56d94e05e7a1074832bdd147/rhb-world-mastercard-credit-card.jpg,rhb,rhb_world_mastercard_credit_card,mastercard,6666.67,Anybody,2.0,100,"from RM3,500 and above monthly",overseas retail spends,3500.0,,False,True,False
https://ringgitplus.com/img/card-400/5807030fe5881d466bf8f5df/rhb-world-mastercard-credit-card-i.jpg,rhb,rhb_world_mastercard_credit_card_i,mastercard,6666.67,Anybody,6.0,30,"from RM3,500 and above monthly","local travel, petrol, dining transactions",3500.0,,False,True,False
https://ringgitplus.com/img/card-400/5807030fe5881d466bf8f5df/rhb-world-mastercard-credit-card-i.jpg,rhb,rhb_world_mastercard_credit_card_i,mastercard,6666.67,Anybody,0.2,10000000000,"from RM1,000 and above monthly",other local retail spends,1000.0,,False,True,False
https://ringgitplus.com/img/card-400/5807030fe5881d466bf8f5df/rhb-world-mastercard-credit-card-i.jpg,rhb,rhb_world_mastercard_credit_card_i,mastercard,6666.67,Anybody,2.0,100,"from RM3,500 and above monthly",overseas retail spends,3500.0,,False,True,False
https://ringgitplus.com/img/card-400/5f9f8252ee8c20380494e1d9/standard-chartered-smart-credit-card.jpg,standard_chartered,standard_chartered_smart_credit_card,,3000.0,Anybody,30.0,50,any amount monthly,"travel (agoda, klook & roamingman)",0.0,,False,True,False
https://ringgitplus.com/img/card-400/5f9f8252ee8c20380494e1d9/standard-chartered-smart-credit-card.jpg,standard_chartered,standard_chartered_smart_credit_card,,3000.0,Anybody,30.0,15,any amount monthly,"online shopping (lazada, shopee & zalora)",0.0,,False,True,False
https://ringgitplus.com/img/card-400/5f9f8252ee8c20380494e1d9/standard-chartered-smart-credit-card.jpg,standard_chartered,standard_chartered_smart_credit_card,,3000.0,Anybody,30.0,15,any amount monthly,"e-wallet (boost, grabpay & touch 'n go)",0.0,,False,True,False
https://ringgitplus.com/img/card-400/5f9f8252ee8c20380494e1d9/standard-chartered-smart-credit-card.jpg,standard_chartered,standard_chartered_smart_credit_card,,3000.0,Anybody,6.0,20,"from RM1,000 and above monthly","digital lifestyle (astro, joox, iqiyi, netflix, playstation, spotify & steam)",1000.0,,False,True,False
https://ringgitplus.com/img/card-400/58858ff6ce0480ee5d6a3821/uob-yolo-visa.jpg,uob,uob_yolo_visa,visa,3000.0,Anybody,5.0,30,from RM15 and above monthly,mininum 5 transactions on online category in a calendar month,15.0,,False,True,False
https://ringgitplus.com/img/card-400/58858ff6ce0480ee5d6a3821/uob-yolo-visa.jpg,uob,uob_yolo_visa,visa,3000.0,Anybody,5.0,30,from RM15 and above monthly,mininum 5 transactions on dining category in a calendar month,15.0,,False,True,False
https://ringgitplus.com/img/card-400/58858ff6ce0480ee5d6a3821/uob-yolo-visa.jpg,uob,uob_yolo_visa,visa,3000.0,Anybody,5.0,30,from RM15 and above monthly,mininum 5 transactions on contactless category in a calendar month,15.0,,False,True,False
https://ringgitplus.com/img/card-400/519489e2193821ed4a000152/uob-one-visa-platinum.jpg,uob,uob_one_visa_platinum,visa,4000.0,Anybody,5.0,10000000000,up to RM400 monthly on weekends only,petrol (weekends),0.0,400.0,True,True,False
https://ringgitplus.com/img/card-400/519489e2193821ed4a000152/uob-one-visa-platinum.jpg,uob,uob_one_visa_platinum,visa,4000.0,Anybody,1.0,10000000000,up to RM400 monthly,petrol (weekdays),0.0,400.0,False,True,False
https://ringgitplus.com/img/card-400/519489e2193821ed4a000152/uob-one-visa-platinum.jpg,uob,uob_one_visa_platinum,visa,4000.0,Anybody,5.0,10000000000,up to RM400 monthly on weekends only,groceries (weekends),0.0,400.0,True,True,False
https://ringgitplus.com/img/card-400/519489e2193821ed4a000152/uob-one-visa-platinum.jpg,uob,uob_one_visa_platinum,visa,4000.0,Anybody,0.2,10000000000,up to RM400 monthly,groceries (weekdays),0.0,400.0,False,True,False
https://ringgitplus.com/img/card-400/519489e2193821ed4a000152/uob-one-visa-platinum.jpg,uob,uob_one_visa_platinum,visa,4000.0,Anybody,2.0,10000000000,up to RM300 monthly on weekends only,telecommunication (weekends),0.0,300.0,True,True,False
https://ringgitplus.com/img/card-400/519489e2193821ed4a000152/uob-one-visa-platinum.jpg,uob,uob_one_visa_platinum,visa,4000.0,Anybody,0.2,10000000000,up to RM300 monthly,telecommunication (weekdays),0.0,300.0,False,True,False
https://ringgitplus.com/img/card-400/519489e2193821ed4a000152/uob-one-visa-platinum.jpg,uob,uob_one_visa_platinum,visa,4000.0,Anybody,0.2,10000000000,any amount monthly,other retail,0.0,,False,True,False
https://ringgitplus.com/img/card-400/519489e2193821ed4a00014f/uob-one-visa-classic.jpg,uob,uob_one_visa_classic,visa,2000.0,Anybody,5.0,10000000000,up to RM200 monthly on weekends only,petrol (weekends),0.0,200.0,True,True,False
https://ringgitplus.com/img/card-400/519489e2193821ed4a00014f/uob-one-visa-classic.jpg,uob,uob_one_visa_classic,visa,2000.0,Anybody,1.0,10000000000,up to RM200 monthly,petrol (weekdays),0.0,200.0,False,True,False
https://ringgitplus.com/img/card-400/519489e2193821ed4a00014f/uob-one-visa-classic.jpg,uob,uob_one_visa_classic,visa,2000.0,Anybody,5.0,10000000000,up to RM200 monthly on weekends only,groceries (weekends),0.0,200.0,True,True,False
https://ringgitplus.com/img/card-400/519489e2193821ed4a00014f/uob-one-visa-classic.jpg,uob,uob_one_visa_classic,visa,2000.0,Anybody,0.2,10000000000,up to RM200 monthly,groceries (weekdays),0.0,200.0,False,True,False
https://ringgitplus.com/img/card-400/519489e2193821ed4a00014f/uob-one-visa-classic.jpg,uob,uob_one_visa_classic,visa,2000.0,Anybody,2.0,10000000000,up to RM200 monthly on weekends only,telecommunication (weekends),0.0,200.0,True,True,False
https://ringgitplus.com/img/card-400/519489e2193821ed4a00014f/uob-one-visa-classic.jpg,uob,uob_one_visa_classic,visa,2000.0,Anybody,0.2,10000000000,up to RM200 monthly,telecommunication (weekdays),0.0,200.0,False,True,False
https://ringgitplus.com/img/card-400/519489e2193821ed4a00014f/uob-one-visa-classic.jpg,uob,uob_one_visa_classic,visa,2000.0,Anybody,0.2,10000000000,any amount monthly,other retail,0.0,,False,True,False
