,img,bank,card_name,card_type,required_income,required_applicant,reward_points,reward_category,each_spending
163,https://ringgitplus.com/img/card-400/5efb15f04e3602772bc1dbc2/maybank-shopee-visa-platinum.jpg,maybank,maybank_shopee_visa_platinum,visa,3000.0,Anybody,4.0,"on dining, paywave and entertainment spend on special days",1
164,https://ringgitplus.com/img/card-400/5efb15f04e3602772bc1dbc2/maybank-shopee-visa-platinum.jpg,maybank,maybank_shopee_visa_platinum,visa,3000.0,Anybody,1.0,"on utilities, education, ezypay and insurance",1
165,https://ringgitplus.com/img/card-400/5f45eb359224a5a83ac04e14/maybank-grab-mastercard-platinum.jpg,maybank,maybank_grab_mastercard_platinum,mastercard,3000.0,Malaysians Only,5.0,"for all purchases made in grab app, including grab e-wallet reloads",1
166,https://ringgitplus.com/img/card-400/5f45eb359224a5a83ac04e14/maybank-grab-mastercard-platinum.jpg,maybank,maybank_grab_mastercard_platinum,mastercard,3000.0,Malaysians Only,2.0,"for transaction made overseas, cross-border and e-commerce",1
167,https://ringgitplus.com/img/card-400/5f45eb359224a5a83ac04e14/maybank-grab-mastercard-platinum.jpg,maybank,maybank_grab_mastercard_platinum,mastercard,3000.0,Malaysians Only,1.0,for other local purchases made,3
168,https://ringgitplus.com/img/card-400/54bf212f6a3668363f2c4e56/maybank-visa-signature.jpg,maybank,maybank_visa_signature,visa,5833.33,Anybody,5.0,on all overseas retail,1
169,https://ringgitplus.com/img/card-400/54bf212f6a3668363f2c4e56/maybank-visa-signature.jpg,maybank,maybank_visa_signature,visa,5833.33,Anybody,1.0,on 0% ezypay,1
170,https://ringgitplus.com/img/card-400/519489e2193821ed4a0000f5/maybank-2-gold-cards.jpg,maybank,maybank_2_gold_cards,,2500.0,Anybody,5.0,on all retail with maybank 2 american express card (weekdays),1
171,https://ringgitplus.com/img/card-400/519489e2193821ed4a0000f5/maybank-2-gold-cards.jpg,maybank,maybank_2_gold_cards,,2500.0,Anybody,1.0,on all retail with maybank 2 mastercard or visa,1
172,https://ringgitplus.com/img/card-400/519489e2193821ed4a0000f6/petronas-maybank-visa-platinum.jpg,maybank,petronas_maybank_visa_platinum,visa,5000.0,Anybody,8.0,on groceries every weekend,1
173,https://ringgitplus.com/img/card-400/519489e2193821ed4a0000f6/petronas-maybank-visa-platinum.jpg,maybank,petronas_maybank_visa_platinum,visa,5000.0,Anybody,5.0,on weekdays at petronas,1
174,https://ringgitplus.com/img/card-400/519489e2193821ed4a0000f6/petronas-maybank-visa-platinum.jpg,maybank,petronas_maybank_visa_platinum,visa,5000.0,Anybody,1.0,"on education, insurance, utilities and 0% ezypay",1
175,https://ringgitplus.com/img/card-400/519489e2193821ed4a0000e8/maybank-islamic-petronas-ikhwan-visa-platinum-card-i.jpg,maybank,maybank_islamic_petronas_ikhwan_visa_platinum_card_i,visa,5000.0,Anybody,1.0,"on retail, education, insurance, utilities, petrol and 0% ezypay, except government bodies",1
176,https://ringgitplus.com/img/card-400/5c874371f50752ac33dae6bb/maybank-islamic-world-mastercard-ikhwan.jpg,maybank,maybank_islamic_world_mastercard_ikhwan,mastercard,8333.33,Anybody,5.0,on all local retail transaction,2
